,Cites,Authors,Title,Inclusion_rens,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,source_dataset,title_lower,unique_id
439,2,C Zell-Ziegler,Is the EU a Major Driver of Deforestation in Brazil?,1,2017,Quantification of CO2-emissions for Cattle Meat …,researchgate.net,https://www.researchgate.net/profile/Carina-Zell-Ziegler/publication/356388581_Is_the_EU_a_Major_Driver_of_Deforestation_in_Brazil_Quantification_of_CO2-emissions_for_Cattle_Meat_and_Soya_Imports/links/6197c650d7d1af224b0924cb/Is-the-EU-a-Major-Driver-of-Deforestation-in-Brazil-Quantification-of-CO2-emissions-for-Cattle-Meat-and-Soya-Imports.pdf,"https://scholar.google.com/scholar?cites=7135331858782860985&as_sdt=2005&sciodt=0,5&hl=en",840,PDF,NA,NA,NA,NA,NA,NA,NA,2,0.25,2,1,8,"… deforestation emissions caused by the EU, deforestation due to soya plantations makes up about ¾ whereas deforestation … Furthermore, an awareness campaign in the EU for a healthy …",https://www.researchgate.net/profile/Carina-Zell-Ziegler/publication/356388581_Is_the_EU_a_Major_Driver_of_Deforestation_in_Brazil_Quantification_of_CO2-emissions_for_Cattle_Meat_and_Soya_Imports/links/6197c650d7d1af224b0924cb/Is-the-EU-a-Major-Driver-of-Deforestation-in-Brazil-Quantification-of-CO2-emissions-for-Cattle-Meat-and-Soya-Imports.pdf,"https://scholar.google.com/scholar?q=related:ubZHXYXKBWMJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,is the eu a major driver of deforestation in brazil?,paper_855
440,0,B Capuzzi,Is the European Union Deforestation Regulation WTO-Proof? The Context of EU's Green Agenda and an Exercise of WTO Compatibility,0,2023,The Context of EU's Green Agenda and an Exercise of …,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4443139,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,… Deforestation Regulation proposes to halt the importation of products linked to deforestation … and rubber according to what it understands are the risks of deforestation in these countries. …,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4443139,"https://scholar.google.com/scholar?q=related:GvO9nYzAYXQJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,is the european union deforestation regulation wto-proof? the context of eu's green agenda and an exercise of wto compatibility,paper_856
441,108,P Dauvergne,Is the power of brand-focused activism rising? The case of tropical deforestation,1,2017,The Journal of Environment &Development,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1070496517701249,"https://scholar.google.com/scholar?cites=2015157478742672577&as_sdt=2005&sciodt=0,5&hl=en",67,NA,10.1177/1070496517701249,NA,NA,NA,NA,NA,NA,108,13.5,108,1,8,"… launched its “Deforestation Donuts” campaign. Groups of … with deforestation by 2016. “We’re winning,” Forest Heroes was soon telling supporters, taking credit for new zero deforestation …",https://www.researchgate.net/profile/Dauvergne-Peter/publication/315856967_Is_the_Power_of_Brand-Focused_Activism_Rising_The_Case_of_Tropical_Deforestation/links/5a73baefa6fdcc53fe148404/Is-the-Power-of-Brand-Focused-Activism-Rising-The-Case-of-Tropical-Deforestation.pdf,"https://scholar.google.com/scholar?q=related:wcTt1gxH9xsJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,is the power of brand-focused activism rising? the case of tropical deforestation,paper_857
442,8,F. Backman,"Is there a Nordic Model for the treatment of introduced tree species? A comparison of the use, policy, and debate concerning introduced tree species in the Nordic countries",0,2016,Scandinavian Journal of Forest Research,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84955649372&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84955649372&origin=inward,116,Review,10.1080/02827581.2015.1089929,0282-7581,https://api.elsevier.com/content/abstract/scopus_id/84955649372,31,2,222,232,8,0.89,8,1,9,NA,NA,NA,scopus,"is there a nordic model for the treatment of introduced tree species? a comparison of the use, policy, and debate concerning introduced tree species in the nordic countries",paper_858
443,1,N.M. Isa,Islamic Identity and Pro-Recycling: The Role of Spirituality in Sustainability Message Communications,0,2022,Malaysian Journal of Consumer and Family Economics,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139713017&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139713017&origin=inward,110,Article,NA,1511-2802,https://api.elsevier.com/content/abstract/scopus_id/85139713017,29,NA,539,572,1,0.33,1,1,3,NA,NA,NA,scopus,islamic identity and pro-recycling: the role of spirituality in sustainability message communications,paper_859
444,9,H. Westberg,Isoprene emission inventory for the BOREAS southern study area,0,2000,Tree Physiology,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0010851110&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0010851110&origin=inward,22,Article,10.1093/treephys/20.11.735,0829-318X,https://api.elsevier.com/content/abstract/scopus_id/0010851110,20,11,735,743,9,0.36,9,1,25,NA,NA,NA,scopus,isoprene emission inventory for the boreas southern study area,paper_860
445,8,L. Egunjobi,Issues in environmental management for sustainable development in nigeria,0,1993,The Environmentalist,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0027728456&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0027728456&origin=inward,24,Article,10.1007/BF01905501,0251-1088,https://api.elsevier.com/content/abstract/scopus_id/0027728456,13,1,33,40,8,0.25,8,1,32,NA,NA,NA,scopus,issues in environmental management for sustainable development in nigeria,paper_862
446,6,"B Slob, G Rijk, M Piotrowski…","JBS, Marfrig, and Minerva: Material Financial Risk from Deforestation in Beef Supply Chains",0,2020,Chain Reaction …,chainreactionresearch.com,https://chainreactionresearch.com/wp-content/uploads/2020/12/JBS-Marfrig-and-Minerva-Material-financial-risk-from-deforestation-in-beef-supply-chains-4.pdf,"https://scholar.google.com/scholar?cites=4472009927283546508&as_sdt=2005&sciodt=0,5&hl=en",388,PDF,NA,NA,NA,NA,NA,NA,NA,6,1.2,2,4,5,"JBS, Marfrig, and Minerva are the largest meat processors in Brazil, dominating beef processing and exports. The cattle industry is the main driver of deforestation in Brazil. This report, …",https://chainreactionresearch.com/wp-content/uploads/2020/12/JBS-Marfrig-and-Minerva-Material-financial-risk-from-deforestation-in-beef-supply-chains-4.pdf,"https://scholar.google.com/scholar?q=related:jJnBy1XFDz4J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"jbs, marfrig, and minerva: material financial risk from deforestation in beef supply chains",paper_863
447,0,P. Herbst,Kafka in the forest: a personal note on Monga forest and contemporary history in New South Wales,0,1998,Environment and History,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0032438935&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0032438935&origin=inward,46,Article,10.3197/096734098779555664,0967-3407,https://api.elsevier.com/content/abstract/scopus_id/0032438935,4,2,239,250,0,0,0,1,27,NA,NA,NA,scopus,kafka in the forest: a personal note on monga forest and contemporary history in new south wales,paper_867
448,89,H Yang,"Land conservation campaign in China: integrated management, local participation and food supply option",1,2004,Geoforum,Elsevier,https://www.sciencedirect.com/science/article/pii/S0016718503000927,"https://scholar.google.com/scholar?cites=11193856077007345257&as_sdt=2005&sciodt=0,5&hl=en",481,NA,NA,NA,NA,NA,NA,NA,NA,89,4.24,89,1,21,"… Relentless land reclamation, deforestation and overgrazing have led to continued losses of vegetative cover and topsoil. The excessive withdrawal of water in the upstream of many …",NA,"https://scholar.google.com/scholar?q=related:adbeYMuQWJsJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"land conservation campaign in china: integrated management, local participation and food supply option",paper_872
449,49,C. Lampin-Maillet,Land cover analysis in wildland-urban interfaces according to wildfire risk: A case study in the South of France,0,2011,Forest Ecology and Management,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0378112710006924,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79955920321&origin=inward,35,Article,10.1016/j.foreco.2010.11.022,0378-1127,https://api.elsevier.com/content/abstract/scopus_id/79955920321,261,12,2200,2213,49,3.5,49,1,14,NA,NA,NA,scopus,land cover analysis in wildland-urban interfaces according to wildfire risk: a case study in the south of france,paper_873
450,219,"DH Hoekman, MJ Quiñones",Land cover type and biomass classification using AirSAR data for evaluation of monitoring scenarios in the Colombian Amazon,0,2002,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/841998/,"https://scholar.google.com/scholar?cites=16729451242545112070&as_sdt=2005&sciodt=0,5&hl=en",808,NA,NA,NA,NA,NA,NA,NA,NA,219,9.52,110,2,23,"… accurately monitor processes of deforestation, land and forest degradation, and secondary … in 1990, airborne radar data acquired during the SAREX campaign of ESA in 1992 [12], [13], …","https://scholar.google.com/scholar?output=instlink&q=info:BmQex0TzKugJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=5971511152418879195&oi=lle","https://scholar.google.com/scholar?q=related:BmQex0TzKugJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,land cover type and biomass classification using airsar data for evaluation of monitoring scenarios in the colombian amazon,paper_874
451,90,"KT Deribew, DW Dalacho","Land use and forest cover dynamics in the North-eastern Addis Ababa, central highlands of Ethiopia",0,2019,Environmental Systems Research,Springer,https://link.springer.com/article/10.1186/s40068-019-0137-1,"https://scholar.google.com/scholar?cites=941583091387765496&as_sdt=2005&sciodt=0,5&hl=en",382,HTML,10.1186/s40068-019-0137-1,NA,NA,NA,NA,NA,NA,90,15,45,2,6,"… We also generated forest degradation susceptibility map for the study area by … rates of deforestation during the four distinct study periods. However, a heightened level of deforestation …",https://link.springer.com/article/10.1186/s40068-019-0137-1,"https://scholar.google.com/scholar?q=related:-JKuONUsEQ0J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"land use and forest cover dynamics in the north-eastern addis ababa, central highlands of ethiopia",paper_876
452,16,"Ross, CW; Grunwald, S; Myers, DB; Xiong, X","Land use, land use change and soil carbon sequestration in the St. Johns River Basin, Florida, USA",0,2016,GEODERMA REGIONAL,ELSEVIER SCIENCE BV,http://dx.doi.org/10.1016/j.geodrs.2015.12.001,NA,NA,Article,10.1016/j.geodrs.2015.12.001,2352-0094,NA,7,1,19,28,NA,NA,NA,NA,NA,"Land use change is widely recognized as a net source of greenhouse gas emissions at the global scale. Most of these emissions are attributed to losses from aboveground terrestrial pools such as deforestation. However, much less is known about the effects of land use change on soil carbon pools at regional scales. To address this problem, relationships between soil organic carbon (SOC), land use/land cover (LULC) classes, and LULC change were investigated at the regional scale. A legacy soil survey was used in conjunction with a new, contemporary sampling campaign to determine SOC change through time. Together, the two datasets cover an approximate 40-year time period (1965 to 2009). The greatest densities of SOC were documented in wetland classes. Specifically, soils of Hardwood Swamp, Cypress Swamp, and Mixed Urban consisted of both residential Wetland Forest contained 9.8, 9.5, and 7.8 g C m(-2). In regard to absolute storage, or SOC stocks, Hardwood Swamp, Pineland, and Urban ranked highest and contained 14.4, 13.3, and 9.9 Tg C, respectively. The effect of LULC change was mixed, and resulted in both gains and losses of SOC at the field scale. At the regional scale, median SOC increased by 16.9 g C m(-2) yr(-1). Urbanization of natural landscapes resulted in the largest rate of sequestration, which increased SOC by 37.1 g C m(-2) yr(-1). The largest losses were documented in LULC classes converted from Improved Pasture to Rangeland, which decreased SOC by 8.5 g m(-2) yr(-1). (c) 2015 Elsevier B.V. All rights reserved.",NA,NA,webofscience,"land use, land use change and soil carbon sequestration in the st. johns river basin, florida, usa",paper_878
453,183,"EE Hassen, M Assen","Land use/cover dynamics and its drivers in Gelda catchment, Lake Tana watershed, Ethiopia",0,2018,Environmental Systems Research,Springer,https://link.springer.com/article/10.1186/s40068-017-0081-x,"https://scholar.google.com/scholar?cites=14439579466880920645&as_sdt=2005&sciodt=0,5&hl=en",779,HTML,10.1186/s40068-017-0081-x,NA,NA,NA,NA,NA,NA,183,26.14,92,2,7,… Despite efforts made to overcome deforestation and the resulting land degradation in … areas under intense deforestation and degraded as part of national campaign to conserve soil and …,https://link.springer.com/article/10.1186/s40068-017-0081-x,"https://scholar.google.com/scholar?q=related:RSx2XQWxY8gJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"land use/cover dynamics and its drivers in gelda catchment, lake tana watershed, ethiopia",paper_879
454,21,I. Ndlovu,"Land use−land cover changes and Mopani worm harvest in Mangwe District in Plumtree, Zimbabwe",0,2019,Environmental Systems Research,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079687682&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079687682&origin=inward,66,Article,10.1186/s40068-019-0141-5,2193-2697,https://api.elsevier.com/content/abstract/scopus_id/85079687682,8,1,NA,NA,21,3.5,21,1,6,NA,NA,NA,scopus,"land use−land cover changes and mopani worm harvest in mangwe district in plumtree, zimbabwe",paper_880
455,0,H. El-Shayeb,Land-Coast-Deep-Sea: Restoration of Australia’s Great Barrier Reef in the Era of Mass Ecological Collapse,0,2022,Climate Change: The Social and Scientific Construct,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85153655991&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85153655991&origin=inward,127,Book Chapter,10.1007/978-3-030-86290-9_11,NA,https://api.elsevier.com/content/abstract/scopus_id/85153655991,NA,NA,171,194,0,0,0,1,3,NA,NA,NA,scopus,land-coast-deep-sea: restoration of australia’s great barrier reef in the era of mass ecological collapse,paper_881
